ID,gameName,score,releaseDate,developer,publisher
app_17300,Crysis,91, 13 Nov 2007,Crytek,Crytek
app_17330,Crysis Warhead,84, 17 Sep 2008,Crytek,Crytek
app_17390,SPORETM,84, 19 Dec 2008,MaxisTM,MaxisTM
app_17410,Mirror's EdgeTM,81, 13 Jan 2009,DICE,DICE
app_17430,Need for Speed Undercover,65, 18 Nov 2008,EA Black Box,EA Black Box
app_17440,SPORETM Creepy & Cute Parts Pack,NA, 19 Dec 2008,MaxisTM,MaxisTM
app_17450,Dragon Age: Origins,91, 6 Nov 2009,BioWare,BioWare
app_17460,Mass Effect,89, 28 May 2008,BioWare,BioWare
app_17470,Dead Space,86, 20 Oct 2008,EA Redwood Shores,EA Redwood Shores
app_17480,Command & Conquer: Red Alert 3,82, 28 Oct 2008,EA Los Angeles,EA Los Angeles
app_17710,Nuclear Dawn,71, 26 Sep 2011,InterWave StudiosGameConnect,InterWave StudiosGameConnect
app_1800,Counter-Strike: Global Offensive,83, 21 Aug 2012,Valve,Valve
app_18000,"Precipice of Darkness, Episode One",NA, 21 May 2008,Hothead Games,Hothead Games
app_18020,"Precipice of Darkness, Episode Two",NA, 29 Oct 2008,Hothead Games,Hothead Games
app_18040,DeathSpank,77, 25 Oct 2010,Hothead Games,Hothead Games
app_18050,DeathSpank: Thongs of Virtue,78, 30 Nov 2010,Hothead Games,Hothead Games
app_18070,The Baconing,63, 31 Aug 2011,Hothead Games,Hothead Games
app_18080,The Baconing DLC - Roesha  One Bad Mutha Co-op Character,NA, 11 Oct 2011,Hothead Games,Hothead Games
app_18120,Unstoppable Gorg,73, 19 Jan 2012,Futuremark,Futuremark
app_18300,Spectraball,NA, 20 Oct 2008,Shorebound Studios,Shorebound Studios
app_18400,Crazy Machines 2,72, 20 Jun 2008,Fakt Software,Fakt Software
app_18407,Crazy Machines 2: Liquid Force Add-on,NA, 15 Oct 2009,Fakt Software,Fakt Software
app_18408,Crazy Machines 2: Time Travel Add-On,NA, 11 Mar 2011,Fakt Software,Fakt Software
app_18420,Crazy Machines,78, 1 Oct 2005,Fakt Software,Fakt Software
app_18430,Crazy Machines 1.5,78, 1 Oct 2005,Fakt Software,Fakt Software
app_18440,Crazy Machines 2: Back to the Shop Add-On,NA, 12 Dec 2008,Fakt Software,Fakt Software
app_18470,Helldorado,65, 30 Apr 2009,Spellbound,Spellbound
app_18480,Mata Hari,63, 21 Nov 2008,4Head Studios,4Head Studios
app_18500,Defense Grid: The Awakening,81, 8 Dec 2008,Hidden Path Entertainment,Hidden Path Entertainment
app_18508,Defense Grid: Resurgence Map Pack 1,NA, 2 Jun 2010,Hidden Path Entertainment,Hidden Path Entertainment
app_18509,Defense Grid: Resurgence Map Pack 2,NA, 9 Jun 2010,Hidden Path Entertainment,Hidden Path Entertainment
app_18520,Defense Grid: Resurgence Map Pack 3,NA, 16 Jun 2010,Hidden Path Entertainment,Hidden Path Entertainment
app_18521,Defense Grid: Resurgence Map Pack 4,NA, 23 Jun 2010,Hidden Path Entertainment,Hidden Path Entertainment
app_18522,Defense Grid: The Awakening - You Monster DLC,NA, 7 Dec 2011,Hidden Path Entertainment,Hidden Path Entertainment
app_18523,Defense Grid: Containment DLC,NA, 23 Jan 2013,"Hidden Path Entertainment, Inc.","Hidden Path Entertainment, Inc."
app_18600,Mayhem Intergalactic,NA, 4 Jul 2007,Inventive Dingo,Inventive Dingo
app_18700,And Yet It Moves,75, 2 Apr 2009,Broken Rules,Broken Rules
app_18820,Zero Gear,NA, 12 Jan 2010,Brian Cronin,Brian Cronin
app_1900,Earth 2160,73, 1 Apr 2006,Reality Pump Studios,Reality Pump Studios
app_19200,Tank Universal,NA, 21 Aug 2008,Dialogue Design,Dialogue Design
app_1930,Two Worlds Epic Edition,65, 30 Apr 2009,Reality Pump Studios,Reality Pump Studios
app_19320,Space Ark,NA, 16 Mar 2012,Strawdog Studios Ltd,Strawdog Studios Ltd
app_19500,Eternity's Child,NA, 31 Jul 2008,Luc BernardSilverSphereStudios,Luc BernardSilverSphereStudios
app_19680,Alice: Madness Returns,75, 17 Jun 2011,Spicy Horse Games,Spicy Horse Games
app_19800,Brothers in Arms: Earned in BloodTM,84, 4 Oct 2005,Gearbox Software,Gearbox Software
app_19830,Tom Clancy's Rainbow Six 3 Gold,85, 18 Mar 2003,Red Storm EntertainmentUbisoft Montreal,Red Storm EntertainmentUbisoft Montreal
app_19900,Far Cry 2: Fortune's Edition,85, 22 Oct 2008,Ubisoft Montreal,Ubisoft Montreal
app_19930,The Settlers: Rise Of An Empire Gold Edition,66, 18 Apr 2008,Blue Byte,Blue Byte
app_19980,Prince of Persia,82, 10 Dec 2008,Ubisoft Montreal,Ubisoft Montreal
app_20,Team Fortress Classic,NA, 1 Apr 1999,Valve,Valve
app_200010,Quantum Conundrum,77, 21 Jun 2012,Airtight Games,Airtight Games
app_200020,Global Ops: Commando Libya,37, 26 Oct 2011,Spectral Games,Spectral Games
app_200050,Naval War: Arctic Circle,64, 10 Apr 2012,TURBO TAPE GAMES,TURBO TAPE GAMES
app_200080,Nancy Drew:  Shadow at the Water's Edge,NA, 19 Oct 2010,Her Interactive,Her Interactive
app_200130,Puzzler World 2,NA, 24 Oct 2011,Ideas Pad,Ideas Pad
app_200170,Worms Revolution,73, 10 Oct 2012,Team17 Digital Ltd.,Team17 Digital Ltd.
app_200185,Worms Revolution: Medieval Tales DLC,NA, 21 Nov 2012,Team17 Digital Ltd.,Team17 Digital Ltd.
app_200188,Worms Revolution - Mars Pack,NA, 7 Nov 2012,Team17 Digital Ltd.,Team17 Digital Ltd.
app_200189,Worms Revolution: Funfair DLC,NA, 24 Oct 2012,Team17 Digital Ltd.,Team17 Digital Ltd.
app_200190,SidewayTM New York,71, 15 Nov 2011,PlaybrainsFuel Entertainment,PlaybrainsFuel Entertainment
app_200230,Off-Road Drive,60, 29 Sep 2011,1C-Avalon,1C-Avalon
app_200260,Batman: Arkham City - Game of the Year Edition,91, 7 Sep 2012,Rocksteady Studios,Rocksteady Studios
app_200300,Defenders of Ardania: Battlemagic,NA, 24 Apr 2012,Most Wanted Entertainment,Most Wanted Entertainment
app_200310,Defenders of Ardania: The Conjurer's Tricks,NA, 22 May 2012,Most Wanted Entertainment,Most Wanted Entertainment
app_200330,Serious Sam 3: BFE Bonus Pack,NA,null,Croteam,Croteam
app_200350,Starvoid,NA, 30 Aug 2012,Zeal Game Studios,Zeal Game Studios
app_200370,A Game of Dwarves,60, 23 Oct 2012,Zeal Game Studio,Zeal Game Studio
app_200390,Oil Rush,67, 25 Jan 2012,Unigine Corp.,Unigine Corp.
app_200396,Oil Rush Tower Defense Map Pack,NA, 30 May 2012,Unigine LLC.,Unigine LLC.
app_200410,SOL: Exodus,57, 25 Jan 2012,"Bit Planet Games, LLC","Bit Planet Games, LLC"
app_200440,Two Worlds II - Pirates of the Flying Fortress,78, 20 Sep 2011,Reality Pump Studios,Reality Pump Studios
app_200490,Memento Mori,66, 9 Nov 2012,Bohemia Interactive,Bohemia Interactive
app_200510,XCOM: Enemy Unknown,89, 11 Oct 2012,Firaxis GamesFeral Interactive (Mac)Feral Interactive (Linux),Firaxis GamesFeral Interactive (Mac)Feral Interactive (Linux)
app_200550,Dungeons - The Dark Lord,72, 27 Sep 2011,Realmforge Studios,Realmforge Studios
app_200590,Sonic Generations - Casino Nights DLC,NA, 19 Jan 2012,Devil's Details,null
app_200630,Gettysburg: Armored Warfare,22, 27 Mar 2012,Radioactive Software,Radioactive Software
app_200670,Disciples III - Resurrection,63, 11 Oct 2011,Akella.dat,Akella.dat
app_200710,Torchlight II,88, 20 Sep 2012,Runic Games,Runic Games
app_200860,Batman Arkham City: Arkham City Skins Pack,NA, 21 Dec 2011,Rocksteady Studios,Rocksteady Studios
app_200870,Batman Arkham City: Robin Bundle,NA, 1 Dec 2011,Rocksteady Studios,Rocksteady Studios
app_200880,Batman Arkham City: Nightwing Bundle,NA, 1 Dec 2011,Rocksteady Studios,Rocksteady Studios
app_200890,Batman Arkham City: Challenge Map Pack,NA, 21 Dec 2011,Rocksteady Studios,Rocksteady Studios
app_200891,Batman Arkham City: Harley Quinn's Revenge,NA, 31 May 2012,Rocksteady Studios,Rocksteady Studios
app_200900,Cave Story+,83, 22 Nov 2011,NicalisStudio Pixel,NicalisStudio Pixel
app_200910,Sequence,70, 20 Oct 2011,Iridium Studios,Iridium Studios
app_200940,Sonic CD,NA, 19 Jan 2012,Blit Software,null
app_201020,NBA 2K12,86, 4 Oct 2011,Visual Concepts,Visual Concepts
app_201040,Galcon Legends,NA, 13 Jan 2014,"Hassey Enterprises, Inc.","Hassey Enterprises, Inc."
app_201070,Revelations 2012,NA, 23 Apr 2012,Dark Artz Entertainment,Dark Artz Entertainment
app_201100,Post Apocalyptic Mayhem: DLC - Chaos Pack,NA, 29 Sep 2011,Steel Monkeys,Steel Monkeys
app_201290,Sins of a Solar Empire: Trinity,87, 16 Nov 2011,Ironclad GamesStardock Entertainment,Ironclad GamesStardock Entertainment
app_201310,X3: Albion Prelude,75, 15 Dec 2011,Egosoft,Egosoft
app_201420,Toki Tori 2+,NA, 11 Jul 2013,Two Tribes,Two Tribes
app_201480,Serious Sam: The Random Encounter,64, 24 Oct 2011,VlambeerCroteam,VlambeerCroteam
app_201490,Airline Tycoon 2,57, 24 Oct 2011,b-Alive,b-Alive
app_201510,Flatout 3: Chaos & Destruction,NA, 13 Dec 2011,Team 6 Studios,Team 6 Studios
app_201570,Really Big Sky,NA, 24 Feb 2012,Boss Baddie,Boss Baddie
app_201700,DiRT Showdown,72, 23 May 2012,Codemasters Racing Studio,Codemasters Racing Studio
app_201741,Dead Island Bloodbath Arena DLC,NA, 22 Nov 2011,Techland,Techland
app_201790,Orcs Must Die! 2,83, 30 Jul 2012,Robot Entertainment,Robot Entertainment
app_201802,Orcs Must Die 2 - Are We There Yeti?,NA, 31 Oct 2012,Robot Entertainment,Robot Entertainment
app_201804,Orcs Must Die! 2 - Fire and Water Booster Pack,NA, 29 Aug 2012,Robot Entertainment,Robot Entertainment
app_201805,Orcs Must Die! 2 - Family Ties Booster Pack,NA, 26 Sep 2012,Robot Entertainment,Robot Entertainment
app_201809,Orcs Must Die 2! - Soundtrack,NA, 30 Jul 2012,Robot Entertainment,Robot Entertainment
app_201830,Jurassic Park: The Game,54, 15 Nov 2011,Telltale Games,Telltale Games
app_201870,Assassin's Creed Revelations,80, 30 Nov 2011,Ubisoft Montreal,Ubisoft Montreal
app_201877,Assassin's Creed Revelations - The Ancestors Character Pack,NA, 13 Dec 2011,Ubisoft Montreal,Ubisoft Montreal
app_201881,Assassin's Creed Revelations - Mediterranean Traveler Map Pack,NA, 25 Jan 2012,Ubisoft Montreal,Ubisoft Montreal
app_201882,Assassin's Creed Revelations - The Lost Archive,NA, 28 Feb 2012,Ubisoft Montreal,Ubisoft Montreal
app_20200,Galactic Bowling,NA, 21 Oct 2008,Perpetual FX Creative,Perpetual FX Creative
app_202070,Choplifter HD,65, 11 Jan 2012,inXile Entertainment,inXile Entertainment
app_202130,Impire,45, 14 Feb 2013,Cyanide Montreal,Cyanide Montreal
app_202170,Sleeping Dogs,81, 16 Aug 2012,United Front Games,United Front Games
app_202200,Galactic Civilizations II: Ultimate Edition,92, 2 Dec 2011,Stardock Entertainment,Stardock Entertainment
app_202270,Leviathan: Warships,NA, 30 Apr 2013,Pieces Interactive,Pieces Interactive
app_202310,Ridge RacerTM Unbounded,72, 29 Mar 2012,BUGBEAR,BUGBEAR
app_202370,Scary Girl,NA, 9 Apr 2012,TikGames,TikGames
app_202410,Scoregasm,NA, 8 Feb 2012,RC Knight,RC Knight
app_202450,Crazy Machines 2:  Halloween,NA, 28 Oct 2011,Fakt Software,Fakt Software
app_202452,Crazy Machines 2: Happy New Year DLC,NA, 19 Dec 2011,Fakt Software,Fakt Software
app_202454,Crazy Machines 2 - Invaders from Space,NA, 27 Jul 2012,Fakt Software,Fakt Software
app_202520,Dungeon Defenders Halloween Costume Pack,NA, 11 Nov 2011,Trendy Entertainment,Trendy Entertainment
app_202521,Dungeon Defenders Halloween Mission Pack,NA, 11 Nov 2011,Trendy Entertainment,Trendy Entertainment
app_202524,Dungeon Defenders: Penny Arcade Character Pack,NA, 5 Apr 2012,Trendy Entertainment,Trendy Entertainment
app_202650,Steel Storm Weapon Pack DLC,NA, 16 Nov 2011,Kot in Action Creative Artel,Kot in Action Creative Artel
app_202670,Nancy Drew: Alibi in Ashes,NA, 2 Nov 2011,Her Interactive,Her Interactive
app_202690,Hegemony Gold: Wars of Ancient Greece,NA, 30 Mar 2012,Longbow Games,Longbow Games
app_202710,Demigod,76, 14 Dec 2011,Gas Powered Games,Gas Powered Games
app_202730,Dynamite Jack,NA, 10 May 2012,"Hassey Enterprises, Inc.","Hassey Enterprises, Inc."
app_202750,Alan Wake's American Nightmare,73, 22 May 2012,Remedy Entertainment,Remedy Entertainment
app_2028016,Fallout: New Vegas Ultimate Edition,84, 9 Feb 2012,Obsidian Entertainment,Obsidian Entertainment
app_2028055,Tom Clancy's Ghost Recon Future Soldier - Season Pass,NA, 25 Oct 2012,Ubisoft ParisRed Storm Entertainment,Ubisoft ParisRed Storm Entertainment
app_2028056,Worms Revolution Season Pass,NA, 10 Oct 2012,Team17 Digital Ltd.,Team17 Digital Ltd.
app_2028103,Assassins Creed III Season Pass,NA, 21 Nov 2012,Ubisoft Montreal,Ubisoft Montreal
app_202860,Real Warfare 2: Northern Crusades,NA, 18 Nov 2011,Unicorn Games Studio,Unicorn Games Studio
app_2029009,Europa Universalis IV: Digital Extreme Edition Upgrade Pack,NA, 13 Aug 2013,Paradox Development Studio,Paradox Development Studio
app_2029010,Europa Universalis IV: Pre-Order Pack,NA, 13 Aug 2013,Paradox Development Studio,Paradox Development Studio
app_2029011,Europa Universalis IV: Call-to-Arms Pack,NA, 13 Aug 2013,Paradox Development Studio,Paradox Development Studio
app_203160,Tomb Raider,86, 4 Mar 2013,Crystal DynamicsFeral Interactive (Mac),Crystal DynamicsFeral Interactive (Mac)
app_203210,Titan Attacks!,NA, 3 Feb 2012,Puppygames,Puppygames
app_203250,Star Trek,43, 25 Apr 2013,Digital Extremes,Digital Extremes
app_203340,Jagged Alliance - Back in Action: Desert Specialist Kit DLC,NA, 9 Feb 2012,Coreplay GmbH,Coreplay GmbH
app_203341,Jagged Alliance - Back in Action: Jungle Specialist Kit DLC,NA, 9 Feb 2012,Coreplay GmbH,Coreplay GmbH
app_203342,Jagged Alliance - Back in Action: Night Specialist Kit DLC,NA, 8 Feb 2012,Coreplay GmbH,Coreplay GmbH
app_203343,Jagged Alliance: Back in Action DLC: Urban Specialist Kit,NA, 19 Apr 2013,Coreplay GmbH,Coreplay GmbH
app_203344,Jagged Alliance - Back in Action: Shades of Red DLC,NA, 15 May 2012,Coreplay GmbH,Coreplay GmbH
app_203345,Jagged Alliance - Back in Action: Point Blank DLC,NA, 13 Jun 2012,Coreplay GmbH,Coreplay GmbH
app_203350,King's Bounty: Warriors of the North,74, 25 Oct 2012,1C-SoftClub,1C-SoftClub
app_203358,King's Bounty: Warriors of the North - Ice and Fire,NA, 30 Jan 2014,Revultive Games,Revultive Games
app_203510,Fortune Summoners,NA, 30 Jan 2012,Lizsoft,Lizsoft
app_203560,Containment: The Zombie Puzzler,NA, 2 Mar 2012,Bootsnake Games,Bootsnake Games
app_203630,Warlock - Master of the Arcane,71, 8 May 2012,Ino-Co Plus,Ino-Co Plus
app_203680,F1 RACE STARSTM,62, 14 Nov 2012,Codemasters Birmingham,Codemasters Birmingham
app_203701,Dungeon Defenders New Heroes DLC,NA, 23 Nov 2011,Trendy Entertainment,Trendy Entertainment
app_203702,Dungeon Defenders Warping Core Challenge Mission Pack,NA, 23 Nov 2011,Trendy Entertainment,Trendy Entertainment
app_203730,Q.U.B.E.,69, 16 Dec 2011,Toxic Games,Toxic Games
app_203733,Q.U.B.E. Soundtrack,NA, 4 May 2012,Toxic Games,Toxic Games
app_203770,Crusader Kings II,82, 14 Feb 2012,Paradox Development Studio,Paradox Development Studio
app_203772,Crusader Kings II: Dynasty Shields,NA, 14 Feb 2012,Paradox Interactive,Paradox Interactive
app_203773,Crusader Kings II: Mongol Faces,NA, 14 Feb 2012,Paradox Interactive,Paradox Interactive
app_203774,Crusader Kings II: Songs of Albion,NA, 18 Apr 2012,Paradox Interactive,Paradox Interactive
app_203775,Crusader Kings II: Songs of Faith,NA, 18 Apr 2012,Paradox Interactive,Paradox Interactive
app_203776,Crusader Kings II: Ruler Designer,NA, 18 Apr 2012,Paradox Development Studio,Paradox Development Studio
app_203777,Crusader Kings II: Songs of the Holy Land,NA, 18 Apr 2012,Paradox Interactive,Paradox Interactive
app_203778,Crusader Kings II: Sword of Islam,NA, 26 Jun 2012,Paradox Development Studio,Paradox Development Studio
app_203810,Dear Esther,75, 14 Feb 2012,thechineseroom & Robert Briscoe,thechineseroom & Robert Briscoe
app_203830,The Dark Eye: Chains of Satinav,75, 22 Jun 2012,Daedalic Entertainment,Daedalic Entertainment
app_203990,Satazius,NA, 16 Dec 2011,ASTRO PORT,ASTRO PORT
app_204030,Fable - The Lost Chapters,83, 19 Dec 2011,Lionhead Studios,Lionhead Studios
app_204060,Superbrothers: Sword & Sworcery EP,NA, 16 Apr 2012,CapybaraSuperbrothersJim Guthrie,CapybaraSuperbrothersJim Guthrie
app_204080,The Showdown Effect,67, 5 Mar 2013,Arrowhead Game Studios,Arrowhead Game Studios
app_204100,Max Payne 3,87, 31 May 2012,Rockstar Studios,Rockstar Studios
app_204106,Max Payne 3: Classic Max Payne Character,NA,null,Rockstar Studios,Rockstar Studios
app_204107,Max Payne 3: Pill Bottle Item,NA,null,Rockstar Studios,Rockstar Studios
app_204108,Max Payne 3: Special Edition Pack,NA,null,Rockstar Studios,Rockstar Studios
app_204109,Max Payne 3: Cemetery Map,NA,null,Rockstar Studios,Rockstar Studios
app_204110,Max Payne 3: Deadly Force Burst,NA,null,Rockstar Studios,Rockstar Studios
app_204111,Max Payne 3: Silent Killer Loadout Pack,NA,null,Rockstar Studios,Rockstar Studios
app_204120,LEGO Harry Potter: Years 5-7,80, 5 Jan 2012,Traveller's Tales ,Traveller's Tales 
app_204140,All Zombies Must Die!,NA, 12 Mar 2012,Doublesix Games,Doublesix Games
app_204180,Waveform,81, 20 Mar 2012,Eden Industries,Eden Industries
app_204182,Waveform: Eris,NA, 4 Jun 2012,Eden Industries,Eden Industries
app_204185,Waveform Soundtrack,NA, 31 Jan 2013,Eden Industries,Eden Industries
app_204220,Snapshot,74, 30 Aug 2012,Retro Affect,Retro Affect
app_204240,The Bridge,74, 22 Feb 2013,Ty Taylor and Mario Castaneda,Ty Taylor and Mario Castaneda
app_204281,Anno 2070TM: The Keeper Package,NA, 13 Feb 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204282,Anno 2070TM: The Development Package,NA, 13 Feb 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204283,Anno 2070TM: The Eden Series Package,NA, 13 Feb 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204284,Anno 2070TM - The Central Statistical Package,NA, 26 Mar 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204285,Anno 2070TM - The Crisis Response Package,NA, 26 Mar 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204286,Anno 2070TM - The Distrust Series Package,NA, 26 Mar 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204287,Anno 2070TM - The Silent Running Package,NA, 14 May 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204288,Anno 2070TM  - The Nordamark Line Package,NA, 14 May 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204289,Anno 2070TM  - The E.V.E. Package,NA, 14 May 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204290,Anno 2070TM - Deep Ocean,NA, 4 Oct 2012,BlueByteRelated Designs,BlueByteRelated Designs
app_204300,Awesomenauts,78, 1 Aug 2012,Ronimo Games,Ronimo Games
app_204303,Awesomenauts: Official Soundtrack,NA, 1 Aug 2012,Ronimo Games,Ronimo Games
app_204314,Awesomenauts - Ravishing Raelynn Skin,NA, 1 Nov 2012,Ronimo Games,Ronimo Games
app_204315,Awesomenauts - Private Mels,NA, 14 Oct 2013,Ronimo Games,Ronimo Games
app_204317,Awesomenauts - Cap'n Vinnie & Seadog Spike,NA, 18 Dec 2012,Ronimo Games,Ronimo Games
app_204318,Awesomenauts - Pimpy G. Skin,NA, 7 Feb 2013,Ronimo Games,Ronimo Games
app_204319,Awesomenauts - Double-O Yuri Skin,NA, 7 Feb 2013,Ronimo Games,Ronimo Games
app_204340,Serious Sam 2,74, 11 Oct 2005,Croteam,Croteam
app_204360,Castle Crashers,NA, 26 Sep 2012,The Behemoth,The Behemoth
app_204371,Castle Crashers - Pink Knight Pack,NA, 26 Sep 2012,The Behemoth,The Behemoth
app_204372,Castle Crashers - Blacksmith Pack,NA, 26 Sep 2012,The Behemoth,The Behemoth
app_204380,Dungeon Defenders - Etherian Holiday Extravaganza,NA, 20 Dec 2011,Trendy Entertainment,Trendy Entertainment
app_204382,Dungeon Defenders - Quest for the Lost Eternia Shards Part 2,NA, 15 Mar 2012,Trendy Entertainment,Trendy Entertainment
app_204383,Dungeon Defenders: Quest for the Lost Eternia Shards Part 3,NA, 26 Apr 2012,Trendy Entertainment,Trendy Entertainment
app_204384,Dungeon Defenders  - Quest for the Lost Eternia Shards Part 4,NA, 10 Jul 2012,Trendy Entertainment,Trendy Entertainment
app_204385,Dungeon Defenders: Assault Mission Pack,NA, 31 Jan 2012,Trendy Entertainment,Trendy Entertainment
app_204386,Dungeon Defenders: Barbarian Hero DLC,NA, 31 Jan 2012,Trendy Entertainment,Trendy Entertainment
app_204387,Dungeon Defenders: Etherian Festival of Love,NA, 14 Feb 2012,Trendy Entertainment,Trendy Entertainment
app_204388,Dungeon Defenders - President's Day Surprise ,NA, 15 Mar 2012,Trendy Entertainment,Trendy Entertainment
app_204390,Pineapple Smash Crew ,62, 2 Feb 2012,RichMakeGame,RichMakeGame
app_204440,Pickers,NA, 22 Feb 2012,MumboJumbo,MumboJumbo
app_204450,Call of Juarez Gunslinger,79, 22 May 2013,Techland,Techland
app_204510,The Expendables 2 Videogame,NA, 20 Aug 2012,Zootfly,Zootfly
app_204521,The Expendables 2 Videogame - Barney Ross Upgrade DLC,NA, 20 Aug 2012,Zootfly,Zootfly
app_204522,The Expendables 2 Videogame - Hale Ceasar Upgrade DLC,NA, 20 Aug 2012,Zootfly,Zootfly
app_204523,The Expendables 2 Videogame - Gunnar Jensen Upgrade DLC,NA, 20 Aug 2012,Zootfly,Zootfly
app_204524,The Expendables 2 Videogame - Yin Yang Upgrade DLC,NA, 20 Aug 2012,Zootfly,Zootfly
app_204530,Infested Planet,75, 6 Mar 2014,Rocket Bear Games,Rocket Bear Games
app_204560,Confrontation,NA, 4 Apr 2012,Cyanide Studios,Cyanide Studios
app_204580,Rotastic,NA, 11 Oct 2012,Dancing Dots,Dancing Dots
app_204600,Kingdoms of Amalur: Reckoning - Weapons & Armor Bundle,NA, 9 Feb 2012,Big Huge Games38 Studios,Big Huge Games38 Studios
app_204630,Retro City Rampage,71, 9 Oct 2012,"Vblank Entertainment, Inc.","Vblank Entertainment, Inc."
app_204734,Krater - Character DLC Mayhem MK13 ,NA, 23 Oct 2012,Fatshark,Fatshark
app_204760,Deep Black: Reloaded,39, 18 Apr 2012,Biart,Biart
app_204840,Babel Rising,NA, 7 Aug 2012,Mando productions,Mando productions
app_204851,Babel Rising - Sky's The Limit DLC,NA, 7 Aug 2012,Mondoproduction,Mondoproduction
app_204860,Men of War: Condemned Heroes,57, 12 Apr 2012,1C-SoftClub,1C-SoftClub
